kode_prov,nama_prov,kode_satker,kode_ddn,nama_daerah,kode_skpd,nama_skpd,kode_unit_skpd,nama_unit_skpd,kode_urusan,nama_urusan,kode_bidang_urusan,nama_bidang_urusan,kode_program,nama_program,indikator_program,target_program,satuan_indikator_program,sasaran,kode_giat,nama_giat,indikator_giat,target_giat,satuan_indikator_giat,kode_sub_giat,nama_sub_giat,indikator_sub_giat,target_sub_giat,satuan_indikator_sub_giat,kode_dana,nama_dana,kode_akun,nama_akun,kode_kelompok,nama_kelompok,kode_jenis,nama_jenis,kode_objek,nama_objek,kode_standar_harga,nama_standar_harga,spesifikasi,satuan,volume,harga_satuan,koefisien,total_rincian,tahun_anggaran,jenis_apbd,kode_rekening,nama_rekening,kode_sub_rincian_objek,nama_sub_rincian_objek,lokasi,sumber_pendanaan,catatan,status
33,Jawa Tengah,SAT-33-015,33.03,Kota Magelang,33.03.01,Dinas Pendidikan,33.03.01.06,UPT Wilayah II - Dinas Pendidikan,1,Urusan Wajib Pelayanan Dasar,02,Kesehatan,1.02.09,Program Pemberdayaan Masyarakat,Persentase partisipasi masyarakat,92,%,Meningkatnya pemberdayaan masyarakat,1.02.09.03,Pemeliharaan Sarana dan Prasarana,Jumlah sarana terpelihara,379,Unit,1.02.09.03.01,Penyediaan Gaji dan Tunjangan ASN,Jumlah ASN terbayar,9,Orang,4,Dana Bagi Hasil (DBH),5,Belanja Daerah,5.2,Belanja Modal,5.2.05,Belanja Modal Aset Tetap Lainnya,5.2.02.03,Belanja Modal Kendaraan,SH.001,Kertas HVS A4 70gr,Rim 500 lembar,Rim,396,58000,2.0,45936000,2023,Murni,1.1.01,Kas di Kas Daerah,02,Pengadaan Melalui Tender,Kantor Kelurahan,Dana Transfer,,Proses Verifikasi
33,Jawa Tengah,SAT-33-004,33.05,Kota Surakarta,33.05.06,Dinas Perhubungan,33.05.06.02,Bidang Perencanaan - Dinas Perhubungan,2,Urusan Wajib Non Pelayanan Dasar,07,Tenaga Kerja,2.01.05,Program Pengembangan Ekonomi Kreatif,Pertumbuhan ekonomi kreatif,85,%,Meningkatnya kontribusi ekonomi kreatif,2.01.05.14,Pelatihan dan Bimbingan Teknis,Jumlah peserta pelatihan,220,Orang,2.01.05.14.08,Penyediaan Jasa Keamanan,Jumlah petugas keamanan,20,Orang,3,Pendapatan Asli Daerah (PAD),5,Belanja Daerah,5.2,Belanja Modal,5.2.05,Belanja Modal Aset Tetap Lainnya,5.1.02.03,Belanja Jasa Kantor,SH.043,Materai 10000,Materai tempel,Lembar,288,10000,1.1,3168000,2024,Perubahan,1.1.02,Kas di Bendahara Pengeluaran,05,Swakelola,Gedung Serbaguna,Hibah,Sesuai RPJMD,Disetujui
33,Jawa Tengah,SAT-33-019,33.03,Kota Magelang,33.03.25,Sekretariat DPRD,33.03.25.04,Bidang Evaluasi dan Pelaporan - Sekretariat DPRD,1,Urusan Wajib Pelayanan Dasar,02,Kesehatan,1.02.05,Program Pengembangan Ekonomi Kreatif,Pertumbuhan ekonomi kreatif,65,%,Meningkatnya kontribusi ekonomi kreatif,1.02.05.06,Pelaksanaan Monitoring dan Evaluasi,Jumlah kegiatan monev,115,Kegiatan,1.02.05.06.02,Pengadaan ATK dan Bahan Habis Pakai,Jumlah ATK tersedia,81,Paket,3,Pendapatan Asli Daerah (PAD),5,Belanja Daerah,5.3,Belanja Tidak Terduga,5.1.04,Belanja Subsidi,5.1.02.08,Belanja Makanan dan Minuman,SH.050,Hand Sanitizer,Hand sanitizer 500ml,Botol,373,42000,1.0,15666000,2024,Murni,5.2.01,Rekening Belanja Modal,02,Pengadaan Melalui Tender,Kantor SKPD,Hibah,,Selesai
32,Jawa Barat,SAT-32-043,32.02,Kabupaten Bandung,32.02.15,Dinas Kepemudaan dan Olahraga,32.02.15.03,Bidang Pelaksanaan - Dinas Kepemudaan dan Olahraga,2,Urusan Wajib Non Pelayanan Dasar,08,Pemberdayaan Perempuan dan Perlindungan Anak,2.02.03,Program Pembangunan Infrastruktur Dasar,Persentase infrastruktur dalam kondisi baik,85,%,Meningkatnya kualitas infrastruktur dasar,2.02.03.11,Pelayanan Administrasi Umum,Jumlah layanan administrasi,462,Layanan,2.02.03.11.07,Penyediaan Jasa Kebersihan,Luas area terlayani,20,M2,1,Dana Alokasi Umum (DAU),5,Belanja Daerah,5.2,Belanja Modal,5.2.04,"Belanja Modal Jalan, Irigasi dan Jaringan",5.2.04.01,Belanja Modal Konstruksi Jalan,SH.012,BBM Pertalite,Per liter,Liter,386,10000,1.0,3860000,2023,Murni,5.2.01,Rekening Belanja Modal,05,Swakelola,Kantor Kecamatan,Hibah,,Disetujui
61,Kalimantan Barat,SAT-61-010,61.01,Kota Pontianak,61.01.01,Dinas Pendidikan,61.01.01.02,Bidang Perencanaan - Dinas Pendidikan,2,Urusan Wajib Non Pelayanan Dasar,11,Lingkungan Hidup,2.05.05,Program Pengembangan Ekonomi Kreatif,Pertumbuhan ekonomi kreatif,66,%,Meningkatnya kontribusi ekonomi kreatif,2.05.05.10,Pengelolaan Data dan Informasi,Jumlah data terkelola,476,Dataset,2.05.05.10.06,Penyusunan Laporan Kinerja,Jumlah laporan,127,Dokumen,4,Dana Bagi Hasil (DBH),5,Belanja Daerah,5.2,Belanja Modal,5.2.05,Belanja Modal Aset Tetap Lainnya,5.1.01.01,Gaji Pokok PNS,SH.037,Staples,Staples No.10 isi 1000,Kotak,25,11189,1.0,279725,2024,Perubahan,1.1.01,Kas di Kas Daerah,05,Swakelola,Kantor Kelurahan,Dana Transfer,,Selesai
31,DKI Jakarta,SAT-31-032,31.01,Kota Jakarta Pusat,31.01.22,Badan Kepegawaian Daerah,31.01.22.05,UPT Wilayah I - Badan Kepegawaian Daerah,4,Urusan Pemerintahan Umum,22,Keuangan,4.02.03,Program Pembangunan Infrastruktur Dasar,Persentase infrastruktur dalam kondisi baik,84,%,Meningkatnya kualitas infrastruktur dasar,4.02.03.06,Pelaksanaan Monitoring dan Evaluasi,Jumlah kegiatan monev,34,Kegiatan,4.02.03.06.15,Perjalanan Dinas,Jumlah perjalanan dinas,44,Kali,5,Dana Desa,5,Belanja Daerah,5.2,Belanja Modal,5.2.03,Belanja Modal Gedung dan Bangunan,5.2.03.01,Belanja Modal Konstruksi Gedung,SH.045,Air Mineral Gelas,Air mineral 220ml,Gelas,114,822,1.1,103078,2022,Perubahan,5.2.01,Rekening Belanja Modal,05,Swakelola,Kantor Kecamatan,APBD Murni,Menunggu DAK,Revisi
33,Jawa Tengah,SAT-33-020,33.01,Kota Semarang,33.01.07,Dinas Lingkungan Hidup,33.01.07.01,Sekretariat - Dinas Lingkungan Hidup,2,Urusan Wajib Non Pelayanan Dasar,15,Perhubungan,2.09.08,Program Peningkatan Tata Kelola Pemerintahan,Nilai SAKIP,96,Predikat,Meningkatnya akuntabilitas kinerja,2.09.08.10,Pengelolaan Data dan Informasi,Jumlah data terkelola,131,Dataset,2.09.08.10.09,Pembayaran Utilitas Kantor,Jumlah bulan layanan,80,Bulan,6,Dana Transfer Khusus,5,Belanja Daerah,5.1,Belanja Operasi,5.1.06,Belanja Bantuan Sosial,5.1.02.03,Belanja Jasa Kantor,SH.020,Jasa Keamanan Kantor,Per bulan per orang,OB,214,4231000,1.1,995977400,2025,Perubahan,5.2.01,Rekening Belanja Modal,01,Pembelian Langsung,Lapangan Umum,APBD Murni,Lanjutan tahun sebelumnya,Proses Verifikasi
51,Bali,SAT-51-011,51.01,Kota Denpasar,51.01.07,Dinas Lingkungan Hidup,51.01.07.04,Bidang Evaluasi dan Pelaporan - Dinas Lingkungan Hidup,2,Urusan Wajib Non Pelayanan Dasar,09,Pangan,2.03.01,Program Penunjang Urusan Pemerintahan Daerah,Persentase pemenuhan penunjang urusan,91,%,Meningkatnya kinerja penunjang urusan pemerintahan,2.03.01.13,Sosialisasi dan Penyuluhan,Jumlah peserta sosialisasi,124,Orang,2.03.01.13.08,Penyediaan Jasa Keamanan,Jumlah petugas keamanan,75,Orang,5,Dana Desa,5,Belanja Daerah,5.1,Belanja Operasi,5.1.06,Belanja Bantuan Sosial,5.1.01.02,Tunjangan Keluarga,SH.043,Materai 10000,Materai tempel,Lembar,295,10000,2.0,5900000,2025,Murni,1.1.03,Kas di Bendahara Penerimaan,04,E-Purchasing,Kantor SKPD,Hibah,,Selesai
33,Jawa Tengah,SAT-33-009,33.05,Kota Surakarta,33.05.13,Dinas Koperasi dan UKM,33.05.13.06,UPT Wilayah II - Dinas Koperasi dan UKM,3,Urusan Pilihan,19,Perdagangan,3.03.05,Program Pengembangan Ekonomi Kreatif,Pertumbuhan ekonomi kreatif,60,%,Meningkatnya kontribusi ekonomi kreatif,3.03.05.08,Pembangunan dan Rehabilitasi Gedung,Luas bangunan,128,M2,3.03.05.08.09,Pembayaran Utilitas Kantor,Jumlah bulan layanan,99,Bulan,5,Dana Desa,5,Belanja Daerah,5.1,Belanja Operasi,5.1.06,Belanja Bantuan Sosial,5.1.01.04,Tunjangan Fungsional,SH.013,Sewa Gedung Pertemuan,Per hari kapasitas 100 orang,Hari,98,5033000,1.0,493234000,2024,Perubahan,5.1.02,Rekening Belanja Barang,03,Penunjukan Langsung,Aula Kantor Bupati/Walikota,APBD Murni,Perlu koordinasi lintas SKPD,Disetujui
32,Jawa Barat,SAT-32-015,32.01,Kota Bandung,32.01.24,Sekretariat Daerah,32.01.24.04,Bidang Evaluasi dan Pelaporan - Sekretariat Daerah,4,Urusan Pemerintahan Umum,24,Pengawasan,4.04.09,Program Pemberdayaan Masyarakat,Persentase partisipasi masyarakat,70,%,Meningkatnya pemberdayaan masyarakat,4.04.09.06,Pelaksanaan Monitoring dan Evaluasi,Jumlah kegiatan monev,255,Kegiatan,4.04.09.06.09,Pembayaran Utilitas Kantor,Jumlah bulan layanan,13,Bulan,5,Dana Desa,5,Belanja Daerah,5.4,Belanja Transfer,5.1.02,Belanja Barang dan Jasa,5.1.02.07,Belanja Sewa,SH.006,Meja Kerja Pejabat,Kayu jati ukuran 160x80cm,Unit,204,4106000,0.5,418812000,2025,Perubahan,5.1.01,Rekening Belanja Pegawai,03,Penunjukan Langsung,Aula Kantor Bupati/Walikota,Dana Transfer,Menunggu DAK,Proses Verifikasi
32,Jawa Barat,SAT-32-032,32.01,Kota Bandung,32.01.13,Dinas Koperasi dan UKM,32.01.13.03,Bidang Pelaksanaan - Dinas Koperasi dan UKM,1,Urusan Wajib Pelayanan Dasar,06,Sosial,1.06.06,Program Pengelolaan Lingkungan Hidup,Indeks Kualitas Lingkungan Hidup,76,Poin,Meningkatnya kualitas lingkungan hidup,1.06.06.02,Penyediaan Barang dan Jasa Perkantoran,Jumlah barang/jasa tersedia,329,Paket,1.06.06.02.06,Penyusunan Laporan Kinerja,Jumlah laporan,197,Dokumen,2,Dana Alokasi Khusus (DAK),5,Belanja Daerah,5.1,Belanja Operasi,5.1.06,Belanja Bantuan Sosial,5.1.02.10,Belanja Perjalanan Dinas,SH.047,Sabun Cuci Tangan,Sabun cair 500ml,Botol,71,27784,1.1,2169930,2023,Perubahan,1.1.01,Kas di Kas Daerah,05,Swakelola,Sekolah,APBD Murni,Sesuai RPJMD,Disetujui
34,DI Yogyakarta,SAT-34-033,34.01,Kota Yogyakarta,34.01.10,Dinas Pengendalian Penduduk dan Keluarga Berencana,34.01.10.04,Bidang Evaluasi dan Pelaporan - Dinas Pengendalian Penduduk dan Keluarga Berencana,4,Urusan Pemerintahan Umum,24,Pengawasan,4.04.05,Program Pengembangan Ekonomi Kreatif,Pertumbuhan ekonomi kreatif,59,%,Meningkatnya kontribusi ekonomi kreatif,4.04.05.07,Pengadaan Sarana dan Prasarana,Jumlah sarana diadakan,303,Unit,4.04.05.07.11,Cetak dan Penggandaan Dokumen,Jumlah dokumen tercetak,50,Eksemplar,4,Dana Bagi Hasil (DBH),5,Belanja Daerah,5.4,Belanja Transfer,5.1.01,Belanja Pegawai,5.1.01.04,Tunjangan Fungsional,SH.040,Buku Tulis,Buku tulis 100 lembar,Buah,387,18986,2.0,14695164,2024,Murni,5.1.01,Rekening Belanja Pegawai,05,Swakelola,Gedung Serbaguna,APBD Perubahan,,Disetujui
36,Banten,SAT-36-017,36.01,Kota Tangerang,36.01.16,Dinas Kebudayaan dan Pariwisata,36.01.16.02,Bidang Perencanaan - Dinas Kebudayaan dan Pariwisata,1,Urusan Wajib Pelayanan Dasar,01,Pendidikan,1.01.06,Program Pengelolaan Lingkungan Hidup,Indeks Kualitas Lingkungan Hidup,53,Poin,Meningkatnya kualitas lingkungan hidup,1.01.06.10,Pengelolaan Data dan Informasi,Jumlah data terkelola,497,Dataset,1.01.06.10.07,Penyediaan Jasa Kebersihan,Luas area terlayani,133,M2,7,Bantuan Keuangan Provinsi,5,Belanja Daerah,5.4,Belanja Transfer,5.1.04,Belanja Subsidi,5.1.02.05,Belanja Perawatan Kendaraan,SH.008,AC Split 1 PK,Inverter low watt,Unit,247,4927000,1.0,1216969000,2025,Murni,5.1.01,Rekening Belanja Pegawai,04,E-Purchasing,Lapangan Umum,Hibah,Sesuai RPJMD,Disetujui
32,Jawa Barat,SAT-32-010,32.02,Kabupaten Bandung,32.02.11,"Dinas Sosial, Pengendalian Penduduk",32.02.11.02,"Bidang Perencanaan - Dinas Sosial, Pengendalian Penduduk",1,Urusan Wajib Pelayanan Dasar,05,Ketenteraman dan Ketertiban Umum,1.05.08,Program Peningkatan Tata Kelola Pemerintahan,Nilai SAKIP,71,Predikat,Meningkatnya akuntabilitas kinerja,1.05.08.08,Pembangunan dan Rehabilitasi Gedung,Luas bangunan,469,M2,1.05.08.08.04,Pemeliharaan Kendaraan Dinas,Jumlah kendaraan terpelihara,144,Unit,2,Dana Alokasi Khusus (DAK),5,Belanja Daerah,5.3,Belanja Tidak Terduga,5.2.03,Belanja Modal Gedung dan Bangunan,5.2.03.01,Belanja Modal Konstruksi Gedung,SH.049,Masker Medis,Masker 3 ply per box 50,Box,350,25665,2.0,17965500,2022,Perubahan,1.1.01,Kas di Kas Daerah,05,Swakelola,Puskesmas,Hibah,Sesuai RPJMD,Disetujui
31,DKI Jakarta,SAT-31-039,31.02,Kota Jakarta Utara,31.02.17,Dinas Perpustakaan dan Kearsipan,31.02.17.03,Bidang Pelaksanaan - Dinas Perpustakaan dan Kearsipan,1,Urusan Wajib Pelayanan Dasar,04,Perumahan Rakyat dan Kawasan Permukiman,1.04.03,Program Pembangunan Infrastruktur Dasar,Persentase infrastruktur dalam kondisi baik,89,%,Meningkatnya kualitas infrastruktur dasar,1.04.03.11,Pelayanan Administrasi Umum,Jumlah layanan administrasi,284,Layanan,1.04.03.11.14,Pelatihan Teknis Pegawai,Jumlah pegawai terlatih,48,Orang,4,Dana Bagi Hasil (DBH),5,Belanja Daerah,5.2,Belanja Modal,5.2.03,Belanja Modal Gedung dan Bangunan,5.2.03.01,Belanja Modal Konstruksi Gedung,SH.002,Tinta Printer Warna,Cartridge Original,Buah,11,323000,1.0,3553000,2024,Murni,5.1.02,Rekening Belanja Barang,02,Pengadaan Melalui Tender,Lapangan Umum,Hibah,Lanjutan tahun sebelumnya,Selesai
33,Jawa Tengah,SAT-33-039,33.03,Kota Magelang,33.03.23,Inspektorat Daerah,33.03.23.06,UPT Wilayah II - Inspektorat Daerah,2,Urusan Wajib Non Pelayanan Dasar,07,Tenaga Kerja,2.01.09,Program Pemberdayaan Masyarakat,Persentase partisipasi masyarakat,51,%,Meningkatnya pemberdayaan masyarakat,2.01.09.08,Pembangunan dan Rehabilitasi Gedung,Luas bangunan,114,M2,2.01.09.08.15,Perjalanan Dinas,Jumlah perjalanan dinas,187,Kali,1,Dana Alokasi Umum (DAU),5,Belanja Daerah,5.4,Belanja Transfer,5.2.04,"Belanja Modal Jalan, Irigasi dan Jaringan",5.2.04.01,Belanja Modal Konstruksi Jalan,SH.038,Lem Kertas,Lem stick 21gr,Buah,446,10577,1.15,5424943,2023,Murni,1.1.01,Kas di Kas Daerah,01,Pembelian Langsung,Sekolah,APBD Murni,,Disetujui
73,Sulawesi Selatan,SAT-73-038,73.01,Kota Makassar,73.01.04,Dinas Perumahan dan Kawasan Permukiman,73.01.04.05,UPT Wilayah I - Dinas Perumahan dan Kawasan Permukiman,1,Urusan Wajib Pelayanan Dasar,04,Perumahan Rakyat dan Kawasan Permukiman,1.04.06,Program Pengelolaan Lingkungan Hidup,Indeks Kualitas Lingkungan Hidup,99,Poin,Meningkatnya kualitas lingkungan hidup,1.04.06.02,Penyediaan Barang dan Jasa Perkantoran,Jumlah barang/jasa tersedia,157,Paket,1.04.06.02.10,Pelaksanaan Survei dan Pendataan,Jumlah responden,159,Orang,7,Bantuan Keuangan Provinsi,5,Belanja Daerah,5.2,Belanja Modal,5.2.05,Belanja Modal Aset Tetap Lainnya,5.2.03.01,Belanja Modal Konstruksi Gedung,SH.030,UPS 3000VA,Online double conversion,Unit,379,9038000,1.0,3425402000,2024,Perubahan,1.1.02,Kas di Bendahara Pengeluaran,02,Pengadaan Melalui Tender,Puskesmas,Hibah,,Disetujui
51,Bali,SAT-51-022,51.01,Kota Denpasar,51.01.10,Dinas Pengendalian Penduduk dan Keluarga Berencana,51.01.10.04,Bidang Evaluasi dan Pelaporan - Dinas Pengendalian Penduduk dan Keluarga Berencana,1,Urusan Wajib Pelayanan Dasar,03,Pekerjaan Umum dan Penataan Ruang,1.03.03,Program Pembangunan Infrastruktur Dasar,Persentase infrastruktur dalam kondisi baik,53,%,Meningkatnya kualitas infrastruktur dasar,1.03.03.03,Pemeliharaan Sarana dan Prasarana,Jumlah sarana terpelihara,233,Unit,1.03.03.03.04,Pemeliharaan Kendaraan Dinas,Jumlah kendaraan terpelihara,4,Unit,1,Dana Alokasi Umum (DAU),5,Belanja Daerah,5.2,Belanja Modal,5.2.02,Belanja Modal Peralatan dan Mesin,5.2.02.03,Belanja Modal Kendaraan,SH.030,UPS 3000VA,Online double conversion,Unit,292,11527000,1.0,3365884000,2025,Murni,5.2.01,Rekening Belanja Modal,03,Penunjukan Langsung,Sekolah,Dana Transfer,Perlu koordinasi lintas SKPD,Disetujui
32,Jawa Barat,SAT-32-020,32.03,Kota Bogor,32.03.09,Dinas Pemberdayaan Masyarakat dan Desa,32.03.09.01,Sekretariat - Dinas Pemberdayaan Masyarakat dan Desa,4,Urusan Pemerintahan Umum,21,Perencanaan,4.01.11,Program Peningkatan Mutu Pendidikan,Rata-rata lama sekolah,97,Tahun,Meningkatnya akses dan mutu pendidikan,4.01.11.14,Pelatihan dan Bimbingan Teknis,Jumlah peserta pelatihan,321,Orang,4.01.11.14.11,Cetak dan Penggandaan Dokumen,Jumlah dokumen tercetak,122,Eksemplar,3,Pendapatan Asli Daerah (PAD),5,Belanja Daerah,5.4,Belanja Transfer,5.1.01,Belanja Pegawai,5.1.01.02,Tunjangan Keluarga,SH.043,Materai 10000,Materai tempel,Lembar,263,10000,1.0,2630000,2023,Murni,5.1.01,Rekening Belanja Pegawai,01,Pembelian Langsung,Puskesmas,APBD Perubahan,Perlu koordinasi lintas SKPD,Selesai
35,Jawa Timur,SAT-35-036,35.02,Kabupaten Sidoarjo,35.02.14,Dinas Penanaman Modal dan PTSP,35.02.14.02,Bidang Perencanaan - Dinas Penanaman Modal dan PTSP,2,Urusan Wajib Non Pelayanan Dasar,11,Lingkungan Hidup,2.05.06,Program Pengelolaan Lingkungan Hidup,Indeks Kualitas Lingkungan Hidup,82,Poin,Meningkatnya kualitas lingkungan hidup,2.05.06.11,Pelayanan Administrasi Umum,Jumlah layanan administrasi,382,Layanan,2.05.06.11.14,Pelatihan Teknis Pegawai,Jumlah pegawai terlatih,168,Orang,6,Dana Transfer Khusus,5,Belanja Daerah,5.3,Belanja Tidak Terduga,5.2.01,Belanja Modal Tanah,5.1.02.07,Belanja Sewa,SH.019,Jasa Kebersihan Kantor,Per bulan,Bulan,362,5462000,2.0,3954488000,2023,Murni,1.1.01,Kas di Kas Daerah,01,Pembelian Langsung,Kantor Kecamatan,Dana Transfer,Menunggu DAK,Disetujui
51,Bali,SAT-51-012,51.01,Kota Denpasar,51.01.01,Dinas Pendidikan,51.01.01.06,UPT Wilayah II - Dinas Pendidikan,1,Urusan Wajib Pelayanan Dasar,01,Pendidikan,1.01.08,Program Peningkatan Tata Kelola Pemerintahan,Nilai SAKIP,93,Predikat,Meningkatnya akuntabilitas kinerja,1.01.08.01,Penyediaan Jasa Komunikasi dan Informasi,Jumlah layanan komunikasi,196,Layanan,1.01.08.01.03,Pengadaan Peralatan dan Mesin,Jumlah peralatan,178,Unit,8,Sisa Lebih Perhitungan Anggaran (SiLPA),5,Belanja Daerah,5.2,Belanja Modal,5.2.05,Belanja Modal Aset Tetap Lainnya,5.1.02.03,Belanja Jasa Kantor,SH.015,Snack Rapat,Snack box,Kotak,6,28133,1.15,194117,2023,Murni,5.2.01,Rekening Belanja Modal,03,Penunjukan Langsung,Aula Kantor Bupati/Walikota,APBD Murni,,Proses Verifikasi
33,Jawa Tengah,SAT-33-023,33.03,Kota Magelang,33.03.07,Dinas Lingkungan Hidup,33.03.07.01,Sekretariat - Dinas Lingkungan Hidup,1,Urusan Wajib Pelayanan Dasar,02,Kesehatan,1.02.10,Program Peningkatan Kesehatan Masyarakat,Angka Harapan Hidup,68,Tahun,Meningkatnya derajat kesehatan masyarakat,1.02.10.08,Pembangunan dan Rehabilitasi Gedung,Luas bangunan,329,M2,1.02.10.08.15,Perjalanan Dinas,Jumlah perjalanan dinas,43,Kali,8,Sisa Lebih Perhitungan Anggaran (SiLPA),5,Belanja Daerah,5.4,Belanja Transfer,5.1.06,Belanja Bantuan Sosial,5.2.03.01,Belanja Modal Konstruksi Gedung,SH.002,Tinta Printer Warna,Cartridge Original,Buah,189,241000,1.1,50103900,2024,Murni,5.2.01,Rekening Belanja Modal,02,Pengadaan Melalui Tender,Sekolah,APBD Murni,,Proses Verifikasi
31,DKI Jakarta,SAT-31-003,31.02,Kota Jakarta Utara,31.02.02,Dinas Kesehatan,31.02.02.05,UPT Wilayah I - Dinas Kesehatan,2,Urusan Wajib Non Pelayanan Dasar,13,Pemberdayaan Masyarakat dan Desa,2.07.02,Program Peningkatan Kualitas Pelayanan Publik,Indeks Kepuasan Masyarakat,90,Poin,Meningkatnya kualitas pelayanan publik,2.07.02.05,Penyusunan Dokumen Perencanaan,Jumlah dokumen,85,Dokumen,2.07.02.05.15,Perjalanan Dinas,Jumlah perjalanan dinas,71,Kali,1,Dana Alokasi Umum (DAU),5,Belanja Daerah,5.1,Belanja Operasi,5.1.01,Belanja Pegawai,5.1.01.01,Gaji Pokok PNS,SH.002,Tinta Printer Warna,Cartridge Original,Buah,357,287000,1.0,102459000,2022,Perubahan,1.1.02,Kas di Bendahara Pengeluaran,04,E-Purchasing,Lapangan Umum,APBD Murni,Prioritas daerah,Selesai
73,Sulawesi Selatan,SAT-73-027,73.01,Kota Makassar,73.01.17,Dinas Perpustakaan dan Kearsipan,73.01.17.02,Bidang Perencanaan - Dinas Perpustakaan dan Kearsipan,2,Urusan Wajib Non Pelayanan Dasar,11,Lingkungan Hidup,2.05.08,Program Peningkatan Tata Kelola Pemerintahan,Nilai SAKIP,68,Predikat,Meningkatnya akuntabilitas kinerja,2.05.08.12,Koordinasi dan Sinkronisasi Program,Jumlah rapat koordinasi,464,Kali,2.05.08.12.07,Penyediaan Jasa Kebersihan,Luas area terlayani,120,M2,3,Pendapatan Asli Daerah (PAD),5,Belanja Daerah,5.4,Belanja Transfer,5.1.06,Belanja Bantuan Sosial,5.2.04.01,Belanja Modal Konstruksi Jalan,SH.025,Seragam Batik,Per stel,Stel,141,316000,1.15,51239399,2024,Murni,1.1.01,Kas di Kas Daerah,05,Swakelola,Kantor SKPD,Dana Transfer,Prioritas daerah,Disetujui
32,Jawa Barat,SAT-32-039,32.02,Kabupaten Bandung,32.02.03,Dinas Pekerjaan Umum dan Penataan Ruang,32.02.03.03,Bidang Pelaksanaan - Dinas Pekerjaan Umum dan Penataan Ruang,3,Urusan Pilihan,17,Pertanian,3.01.08,Program Peningkatan Tata Kelola Pemerintahan,Nilai SAKIP,51,Predikat,Meningkatnya akuntabilitas kinerja,3.01.08.15,Pengawasan dan Pengendalian,Jumlah objek pengawasan,51,Objek,3.01.08.15.07,Penyediaan Jasa Kebersihan,Luas area terlayani,26,M2,3,Pendapatan Asli Daerah (PAD),5,Belanja Daerah,5.4,Belanja Transfer,5.2.02,Belanja Modal Peralatan dan Mesin,5.2.02.01,Belanja Modal Komputer,SH.014,Makan Siang Rapat,Nasi kotak,Kotak,327,58000,1.0,18966000,2025,Perubahan,1.1.02,Kas di Bendahara Pengeluaran,01,Pembelian Langsung,Balai Desa,APBD Perubahan,,Selesai
33,Jawa Tengah,SAT-33-019,33.05,Kota Surakarta,33.05.10,Dinas Pengendalian Penduduk dan Keluarga Berencana,33.05.10.02,Bidang Perencanaan - Dinas Pengendalian Penduduk dan Keluarga Berencana,4,Urusan Pemerintahan Umum,22,Keuangan,4.02.10,Program Peningkatan Kesehatan Masyarakat,Angka Harapan Hidup,85,Tahun,Meningkatnya derajat kesehatan masyarakat,4.02.10.02,Penyediaan Barang dan Jasa Perkantoran,Jumlah barang/jasa tersedia,146,Paket,4.02.10.02.06,Penyusunan Laporan Kinerja,Jumlah laporan,89,Dokumen,6,Dana Transfer Khusus,5,Belanja Daerah,5.4,Belanja Transfer,5.1.04,Belanja Subsidi,5.1.01.02,Tunjangan Keluarga,SH.031,Pulpen,Pulpen hitam standar,Buah,50,6336,0.5,158400,2024,Perubahan,1.1.01,Kas di Kas Daerah,05,Swakelola,Kantor Kelurahan,Hibah,Sesuai RPJMD,Disetujui
33,Jawa Tengah,SAT-33-018,33.05,Kota Surakarta,33.05.10,Dinas Pengendalian Penduduk dan Keluarga Berencana,33.05.10.01,Sekretariat - Dinas Pengendalian Penduduk dan Keluarga Berencana,1,Urusan Wajib Pelayanan Dasar,04,Perumahan Rakyat dan Kawasan Permukiman,1.04.01,Program Penunjang Urusan Pemerintahan Daerah,Persentase pemenuhan penunjang urusan,98,%,Meningkatnya kinerja penunjang urusan pemerintahan,1.04.01.05,Penyusunan Dokumen Perencanaan,Jumlah dokumen,215,Dokumen,1.04.01.05.03,Pengadaan Peralatan dan Mesin,Jumlah peralatan,101,Unit,2,Dana Alokasi Khusus (DAK),5,Belanja Daerah,5.3,Belanja Tidak Terduga,5.2.02,Belanja Modal Peralatan dan Mesin,5.2.02.03,Belanja Modal Kendaraan,SH.049,Masker Medis,Masker 3 ply per box 50,Box,305,43460,2.0,26510600,2025,Murni,5.2.01,Rekening Belanja Modal,01,Pembelian Langsung,Balai Desa,APBD Murni,Menunggu DAK,Disetujui
31,DKI Jakarta,SAT-31-011,31.03,Kota Jakarta Barat,31.03.04,Dinas Perumahan dan Kawasan Permukiman,31.03.04.03,Bidang Pelaksanaan - Dinas Perumahan dan Kawasan Permukiman,2,Urusan Wajib Non Pelayanan Dasar,13,Pemberdayaan Masyarakat dan Desa,2.07.03,Program Pembangunan Infrastruktur Dasar,Persentase infrastruktur dalam kondisi baik,57,%,Meningkatnya kualitas infrastruktur dasar,2.07.03.05,Penyusunan Dokumen Perencanaan,Jumlah dokumen,28,Dokumen,2.07.03.05.05,Penyelenggaraan Rapat dan Konsultasi,Jumlah rapat terselenggara,54,Kali,5,Dana Desa,5,Belanja Daerah,5.1,Belanja Operasi,5.1.05,Belanja Hibah,5.1.02.08,Belanja Makanan dan Minuman,SH.030,UPS 3000VA,Online double conversion,Unit,166,11440000,1.0,1899040000,2022,Murni,5.1.02,Rekening Belanja Barang,05,Swakelola,Aula Kantor Bupati/Walikota,Dana Transfer,Menunggu DAK,Disetujui
